公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,地 区,省 份,城 市,所属行业,公司网址
002327,富安娜,深圳市富安娜家居用品股份有限公司,"Shenzhen Fuanna Bedding and Furnishing Co.,Ltd.",深圳市南山区创业南南油大道西路自行车加工厂1栋,2327,富安娜,12/30/2009,"103,000,000","26,000,000",华南,广东,深圳市,C1 纺织服装,www.fuanna.com.cn
002328,新朋股份,上海新朋实业股份有限公司,"SHANGHAI XINPENG INDUSTRIAL CO.,LTD.",上海市青浦区嘉松中路518号,2328,新朋股份,12/30/2009,"300,000,000","75,000,000",华东,上海,上海市,C6 金属非金属,www.xinpeng.com
002329,皇氏乳业,广西皇氏甲天下乳业股份有限公司,"Guangxi Royal Dairy Co., Ltd.",广西壮族自治区南宁市科园大道66号,2329,皇氏乳业,1/6/2010,"107,000,000","27,000,000",华南,广西,南宁市,C0 食品饮料,www.gxhsry.com
002330,得利斯,山东得利斯食品股份有限公司,"Shandong Delisi Food Co.,Ltd.",山东省诸城市昌城镇驻地,2330,得利斯,1/6/2010,"251,000,000","62,999,400",华东,山东,潍坊市,C0 食品饮料,www.delisi.com.cn
002331,皖通科技,安徽皖通科技股份有限公司,"Anhui Wantong Technology Co.,Ltd.",合肥市高新区梦园路7号,2331,皖通科技,1/6/2010,"54,932,000","14,000,000",华东,安徽,合肥市,G 信息技术,www.wantong-tech.net
002332,仙琚制药,浙江仙琚制药股份有限公司,"ZHEJIANG XIANJU PHARMACEUTICAL CO., LTD.",浙江省仙居县仙药路1号,2332,仙琚制药,1/12/2010,"341,400,000","85,400,000",华东,浙江,台州市,C8 医药生物,www.xjpharma.com
002333,罗普斯金,苏州罗普斯金铝业股份有限公司,"Suzhou Lopsking Aluminum CO., Ltd.",江苏省苏州市相城区阳澄湖中路31号,2333,罗普斯金,1/12/2010,"156,800,000","39,200,000",华东,江苏,苏州市,C6 金属非金属,www.lpsk.com.cn
002334,英威腾,深圳市英威腾电气股份有限公司,"SHENZHEN INVT ELECTRIC CO., LTD.",深圳市南山区龙井高发科技工业园4号厂房,2334,英威腾,1/13/2010,"64,000,000","16,000,000",华南,广东,深圳市,C7 机械设备,www.invt.com.cn
002335,科华恒盛,厦门科华恒盛股份有限公司,"XIAMEN KEHUA HENGSHENG CO., LTD.",厦门火炬高新区火炬园光业楼第三层东单元,2335,科华恒盛,1/13/2010,"78,000,000","19,500,000",华东,福建,厦门市,C7 机械设备,www.kehua.com.cn
002336,人人乐,人人乐连锁商业集团股份有限公司,"RENRENLE COMMERCIAL GROUP CO.,LTD.",深圳市南山区前海路心语家园裙楼二楼,2336,人人乐,1/13/2010,"400,000,000","100,000,000",华南,广东,深圳市,H 批发零售,www.renrenle.cn
002337,赛象科技,天津赛象科技股份有限公司,"TIANJIN SAIXIANG TECHNOLOGY CO.,LTD",天津市华苑新技术产业园区(环外)海泰发展四道9号,2337,赛象科技,1/15/2010,"120,000,000","30,000,000",华北,天津,天津市,C7 机械设备,www.chinarpm.com
002338,奥普光电,长春奥普光电技术股份有限公司,"Changchun Up Optotech Co., Ltd.",吉林省长春市经济技术开发区营口路588号,2338,奥普光电,1/15/2010,"80,000,000","20,000,000",东北,吉林,长春市,C7 机械设备,www.up-china.com
002339,积成电子,积成电子股份有限公司,"Integrated Electronic Systems Lab Co. , Ltd.",济南市华阳路69 号留学人员创业园1号楼6层,2339,积成电子,1/22/2010,"86,000,000","22,000,000",华东,山东,济南市,G 信息技术,www.ieslab.com.cn
002340,格林美,深圳市格林美高新技术股份有限公司,"Shenzhen Green Eco-manufacture Hi-tech Co.,Ltd.",深圳市宝安区宝安中心区兴华路南侧荣超滨海大厦A栋20层2008号房,2340,格林美,1/22/2010,"93,320,000","23,330,000",华南,广东,深圳市,B 采掘业,WWW.GEMHI-TECH.COM
002341,新纶科技,深圳市新纶科技股份有限公司,"SHENZHEN SELEN SCIENCE & TECHNOLOGY CO.,LTD.",深圳市高新区科技南十二路曙光大厦九楼,2341,新纶科技,1/22/2010,"73,200,000","19,000,000",华南,广东,深圳市,C4 石化塑胶,www.szselen.com
002342,巨力索具,巨力索具股份有限公司,"JULI SLING CO.,LTD.",河北省保定市徐水县巨力路,2342,巨力索具,1/26/2010,"480,000,000","60,000,000",华北,河北,保定市,C9 其他制造业,www.julisling.com
002343,禾欣股份,浙江禾欣实业集团股份有限公司,"ZHEJIANG HEXIN INDUSTRY GROUP Co.,Ltd",浙江省嘉兴市城东路435号,2343,禾欣股份,1/26/2010,"99,060,000","25,000,000",华东,浙江,嘉兴市,C4 石化塑胶,www.hexin-puleather.com
002344,海宁皮城,海宁中国皮革城股份有限公司,"Haining China Leather Market Co.,Ltd",浙江省海宁市海州西路201号,2344,海宁皮城,1/26/2010,"280,000,000","70,000,000",华东,浙江,嘉兴市,M 综合类,www.zgpgc.com
002345,潮宏基,广东潮宏基实业股份有限公司,"GUANGDONG CHJ INDUSTRY CO., LTD.",汕头市龙湖区龙新工业区龙新五街四号1-4楼,2345,潮宏基,1/28/2010,"120,000,000","30,000,000",华南,广东,汕头市,C9 其他制造业,www.chjchina.com
002346,柘中建设,上海柘中建设股份有限公司,"Shanghai Zhezhong Construction Co.,Ltd",上海市奉贤区浦卫公路50号,2346,柘中建设,1/28/2010,"135,000,000","35,000,000",华东,上海,上海市,C6 金属非金属,www.ch-zzcc.com
002347,泰尔重工,安徽泰尔重工股份有限公司,"Anhui Taier Heavy Industry Co., Ltd",安徽省马鞍山市经济技术开发区红旗南路18号,2347,泰尔重工,1/28/2010,"104,000,000","26,000,000",华东,安徽,马鞍山市,C7 机械设备,www.taier.info
002348,高乐股份,广东高乐玩具股份有限公司,"Goldlok Toys Holdings (GuangDong) Co.,Ltd",广东省普宁市占陇加工区振如大厦,2348,高乐股份,2/3/2010,"148,000,000","30,400,000",华南,广东,揭阳市,C3 造纸印刷,www.goldlok.com
002349,精华制药,南通精华制药股份有限公司,"NANTONG JINGHUA PHARMACEUTICAL CO., LTD.",南通市港闸经济开发区兴泰路9号,2349,精华制药,2/3/2010,"80,000,000","16,000,000",华东,江苏,南通市,C8 医药生物,www.ntjhzy.com
002350,北京科锐,北京科锐配电自动化股份有限公司,"Beijing Creative Distribution Automation Co.,LTD",北京市海淀区上地创业路8号3号楼4层,2350,北京科锐,2/3/2010,"107,000,000","21,600,000",华北,北京,北京市,C7 机械设备,www.creat-da.com.cn
002351,漫步者,深圳市漫步者科技股份有限公司,"Edifier Technology Co.,Ltd.",深圳市宝安区公明街道长圳社区长兴工业城第15、16、22、23栋,2351,漫步者,2/5/2010,"147,000,000","29,600,000",华南,广东,深圳市,C5 电子,www.edifier.com
002352,鼎泰新材,马鞍山鼎泰稀土新材料股份有限公司,"Maanshan Dingtai Rare Earth & New Material Co., Ltd.",安徽省马鞍山市当涂工业园,2352,鼎泰新材,2/5/2010,"77,830,780","15,600,000",华东,安徽,马鞍山市,C6 金属非金属,www.dingtaicn.com
002353,杰瑞股份,烟台杰瑞石油服务集团股份有限公司,"Yantai Jereh Oilfield Services Group Co., Ltd.",烟台市莱山区澳柯玛大街7号,2353,杰瑞股份,2/5/2010,"114,818,000","23,200,000",华东,山东,烟台市,B 采掘业,www.jereh.com
002354,科冕木业,大连科冕木业股份有限公司,"Dalian Kemian Wood Industry Co., Ltd.",中国大连庄河市昌盛街道工业园区,2354,科冕木业,2/9/2010,"93,500,000","18,800,000",东北,辽宁,大连市,C2 木材家具,www.kemianwood.com
002355,兴民钢圈,山东兴民钢圈股份有限公司,"Shandong Xingmin Wheel Co., Ltd.",山东省龙口市龙口经济开发区,2355,兴民钢圈,2/9/2010,"210,400,000","42,600,000",华东,山东,烟台市,C7 机械设备,www.xingmin.com
002356,浩宁达,深圳浩宁达仪表股份有限公司,"Shenzhen Haoningda Meters Co.,LTD.",深圳市南山区侨香路东方科技园华科大厦六楼,2356,浩宁达,2/9/2010,"80,000,000","16,000,000",华南,广东,深圳市,C7 机械设备,www.szhnd.com
002357,富临运业,四川富临运业集团股份有限公司,"Sichuan Fulin Transportation Group CO., LTD.",绵阳市绵州大道北段98号,2357,富临运业,2/10/2010,"81,637,770","16,800,000",西南,四川,绵阳市,F 运输仓储,www.scflyy.cn
002358,森源电气,河南森源电气股份有限公司,"Henan Senyuan Electric Co.,Ltd",河南省长葛市人民路北段,2358,森源电气,2/10/2010,"86,000,000","17,600,000",华中,河南,许昌市,C7 机械设备,www.hnsyec.com
002359,齐星铁塔,山东齐星铁塔科技股份有限公司,"SHANDONG QIXING IRON TOWER CO., LTD.",山东省邹平县开发区会仙二路,2359,齐星铁塔,2/10/2010,"109,000,000","22,000,000",华东,山东,滨州市,C6 金属非金属,www.QXTT.com
002360,同德化工,山西同德化工股份有限公司,"SHANXI TOND CHEMICAL CO.,LTD.",山西省河曲县文笔镇焦尾城大茂口,2360,同德化工,3/3/2010,"60,000,000","12,000,000",华北,山西,忻州市,C4 石化塑胶,www.tondchem.com
002361,神剑股份,安徽神剑新材料股份有限公司,"Anhui Shenjian New Materials Co.,Ltd",芜湖经济技术开发区桥北工业园,2361,神剑股份,3/3/2010,"80,000,000","16,000,000",华东,安徽,芜湖市,C4 石化塑胶,www.shen-jian.com.cn
002362,汉王科技,汉王科技股份有限公司,"Hanwang Technology Co.,Ltd.",北京市海淀区东北旺西路8号5号楼三层,2362,汉王科技,3/3/2010,"107,051,396","21,600,000",华北,北京,北京市,G 信息技术,www.hanwang.com.cn
002363,隆基机械,山东隆基机械股份有限公司,"SHANDONG LONGJI MACHINERY CO.,LTD.",山东省龙口市外向型经济开发区,2363,隆基机械,3/5/2010,"120,000,000","24,000,000",华东,山东,烟台市,C7 机械设备,
002364,中恒电气,杭州中恒电气股份有限公司,"HANGZHOU ZHONGHENG ELECTRIC Co., Ltd.",杭州市高新区之江科技工业园东信大道69号,2364,中恒电气,3/5/2010,"66,800,000","13,440,000",华东,浙江,杭州市,C7 机械设备,www.hzzh.com
002365,永安药业,潜江永安药业股份有限公司,"QIANJIANG YONGAN PHARMACEUTICAL CO.,LTD.",潜江市泽口经济开发区竹泽路16号,2365,永安药业,3/5/2010,"93,500,000","18,800,000",华中,湖北,潜江市,C0 食品饮料,www.chinataurine.com
002366,丹甫股份,四川丹甫制冷压缩机股份有限公司,"SICHUAN DANFU COMPRESSOR CO.,LTD",四川省青神县黑龙镇,2366,丹甫股份,3/12/2010,"133,500,000","26,800,000",西南,四川,眉山市,C7 机械设备,www.scdanfu.cn
002367,康力电梯,康力电梯股份有限公司,"CANNY ELEVATOR CO., LTD.",吴江（芦墟）临沪经济开发区88号,2367,康力电梯,3/12/2010,"160,200,000","32,160,000",华东,江苏,苏州市,C7 机械设备,www.canny-elevator.com
002368,太极股份,太极计算机股份有限公司,Taiji Computer Corporation Limited,北京市海淀区北四环中路211号,2368,太极股份,3/12/2010,"98,789,200","20,000,000",华北,北京,北京市,G 信息技术,www.taiji.com.cn
002369,卓翼科技,深圳市卓翼科技股份有限公司,"SHENZHEN ZOWEE TECHNOLOGY CO.,LTD",深圳市南山区西丽平山民企科技园5栋,2369,卓翼科技,3/16/2010,"100,000,000","20,000,000",华南,广东,深圳市,C5 电子,www.zowee.com.cn
002370,亚太药业,浙江亚太药业股份有限公司,"Zhejiang Yatai Pharmaceutical Co.,Ltd.",浙江省绍兴县云集路1152号,2370,亚太药业,3/16/2010,"120,000,000","24,000,000",华东,浙江,绍兴市,C8 医药生物,www.ytyaoye.com
002371,七星电子,北京七星华创电子股份有限公司,"Beijing Sevenstar Electronics Co.,Ltd.",北京市朝阳区酒仙桥东路1号,2371,七星电子,3/16/2010,"65,000,000","13,248,000",华北,北京,北京市,C5 电子,www.sevenstar.com.cn
002372,伟星新材,浙江伟星新型建材股份有限公司,"Zhejiang Weixing New Building Materials Co.,Ltd.",浙江省临海经济开发区,2372,伟星新材,3/18/2010,"253,400,000","50,720,000",华东,浙江,台州市,C4 石化塑胶,www.china-pipes.com
002373,联信永益,北京联信永益科技股份有限公司,SureKAM Corporation,北京市海淀区北四环中路238号柏彦大厦803-808室,2373,联信永益,3/18/2010,"68,530,000","14,000,000",华北,北京,北京市,G 信息技术,www.surekam.com
002374,丽鹏股份,山东丽鹏股份有限公司,"SHANDONG LIPENG CO.,LTD",山东省烟台市牟平区姜格庄镇邹革庄村,2374,丽鹏股份,3/18/2010,"53,500,000","10,800,000",华东,山东,烟台市,C6 金属非金属,www.lp.com.cn
002375,亚厦股份,浙江亚厦装饰股份有限公司,"ZHEJIANG YASHA DECORATION CO.,LTD.",浙江省上虞市章镇工业新区,2375,亚厦股份,3/23/2010,"211,000,000","42,400,000",华东,浙江,绍兴市,E 建筑业,www.yashazs.com
002376,新北洋,山东新北洋信息技术股份有限公司,"Shandong New Beiyang Information Technology Co.,Ltd.",山东省威海市火炬高技术产业开发区火炬路169号,2376,新北洋,3/23/2010,"150,000,000","30,400,000",华东,山东,威海市,G 信息技术,www.newbeiyang.com.cn
002377,国创高新,湖北国创高新材料股份有限公司,"Hubei Guochuang Hi-Tech Material Co.,Ltd",武汉市武昌珞瑜路517号,2377,国创高新,3/23/2010,"107,000,000","21,600,000",华中,湖北,武汉市,C4 石化塑胶,www.guochuang.com.cn
002378,章源钨业,崇义章源钨业股份有限公司,"Chongyi Zhangyuan Tungsten Co., Ltd.",江西省崇义县城塔下,2378,章源钨业,3/31/2010,"428,213,646","34,400,000",华东,江西,赣州市,C6 金属非金属,www.zy-tungsten.com
002379,鲁丰股份,山东鲁丰铝箔股份有限公司,"Shandong Loften Aluminium Foil Co.,Ltd.",山东省博兴县滨博大街1568号,2379,鲁丰股份,3/31/2010,"77,500,000","15,600,000",华东,山东,滨州市,C6 金属非金属,www.loften.com.cn
002380,科远股份,南京科远自动化集团股份有限公司,"Nanjing Keyuan Automatic Corporation Co.,Ltd",南京市江宁经济技术开发区西门子路27号,2380,科远股份,3/31/2010,"68,000,000","13,600,000",华东,江苏,南京市,C7 机械设备,www.sciyon.com
002381,双箭股份,浙江双箭橡胶股份有限公司,"ZHEJIANG DOUBLE ARROW RUBBER CO., LTD.",浙江省桐乡市洲泉镇晚村,2381,双箭股份,4/2/2010,"78,000,000","16,000,000",华东,浙江,嘉兴市,C4 石化塑胶,www.doublearrow.net
002382,蓝帆股份,山东蓝帆塑胶股份有限公司,"SHANDONG BLUE SAIL PLASTIC & RUBBER CO.,LTD.",淄博齐鲁化学工业区清田路21号,2382,蓝帆股份,4/2/2010,"80,000,000","16,000,000",华东,山东,淄博市,C4 石化塑胶,www.bluesail.cn
002383,合众思壮,北京合众思壮科技股份有限公司,"Beijing UniStrong Science&Technology Co.,Ltd.",北京市海淀区知春路118号知春大厦1501室,2383,合众思壮,4/2/2010,"120,000,000","24,000,000",华北,北京,北京市,G 信息技术,www.UniStrong.com
002384,东山精密,苏州东山精密制造股份有限公司,"Suzhou Dongshan Precision manufacturing Co., Ltd",苏州市吴中区东山镇凤凰山路8号,2384,东山精密,4/9/2010,"160,000,000","32,000,000",华东,江苏,苏州市,C6 金属非金属,www.sz-dsbj.com
002385,大北农,北京大北农科技集团股份有限公司,"Beijing DBN Technology Group Co.,Ltd",北京市海淀区中关村大街27号中关村大厦14层,2385,大北农,4/9/2010,"400,800,000","48,640,000",华北,北京,北京市,C0 食品饮料,www.dbn.com.cn
002386,天原集团,宜宾天原集团股份有限公司,"YIBIN TIANYUAN GROUP CO., LTD.",四川省宜宾市下江北,2386,天原集团,4/9/2010,"399,809,409","80,000,000",西南,四川,宜宾市,C4 石化塑胶,www.ybty.com
002387,黑牛食品,黑牛食品股份有限公司,"BLACKCOW FOOD CO.,LTD.",汕头市潮汕路金园工业城内9A5A6,2387,黑牛食品,4/13/2010,"133,500,000","26,800,000",华南,广东,汕头市,C0 食品饮料,www.blackcow.cn
002388,新亚制程,深圳市新亚电子制程股份有限公司,"Shenzhen Sunyes Electronic Manufacturing Holding Co.,Ltd",深圳市福田区华强北路赛格广场33层3310A,2388,新亚制程,4/13/2010,"111,000,000","22,400,000",华南,广东,深圳市,C5 电子,www.sunyes.cn
002389,南洋科技,浙江南洋科技股份有限公司,"Zhejiang Nanyang Technology Co., Ltd.",浙江省台州市开发区开发大道388号,2389,南洋科技,4/13/2010,"67,000,000","13,600,000",华东,浙江,台州市,C5 电子,www.nykj.cc
002390,信邦制药,贵州信邦制药股份有限公司,"Guizhou Xinbang Pharmaceutical Co.,Ltd.",贵州省罗甸县龙坪镇解放路96号,2390,信邦制药,4/16/2010,"86,800,000","17,360,000",西南,贵州,贵阳市,C8 医药生物,www.xinbang.com
002391,长青股份,江苏长青农化股份有限公司,"JIANGSU CHANGQING AGROCHEMICAL CO.,LTD",江苏省江都市浦头镇江灵路1号,2391,长青股份,4/16/2010,"98,920,000","20,000,000",华东,江苏,扬州市,C4 石化塑胶,www.jscq.com
002392,北京利尔,北京利尔高温材料股份有限公司,"BEIJING LIER HIGH-TEMPERATURE MATERIALS CO., LTD.",北京市昌平区科技园区火炬街21号,2392,北京利尔,4/23/2010,"135,000,000","27,000,000",华北,北京,北京市,C6 金属非金属,www.bjlirr.com
002393,力生制药,天津力生制药股份有限公司,"TIANJIN LISHENG PHARMACEUTICAL CO.,LTD",天津市南开区黄河道491号,2393,力生制药,4/23/2010,"182,454,992","36,800,000",华北,天津,天津市,C8 医药生物,www.lishengpharma.com
002394,联发股份,江苏联发纺织股份有限公司,Jiangsu lianfa textile Co.Ltd.,江苏省海安县城东镇恒联路88号,2394,联发股份,4/23/2010,"107,900,000","21,600,000",华东,江苏,南通市,C1 纺织服装,www.lianfa.cn
002395,双象股份,无锡双象超纤材料股份有限公司,"WUXI DOUBLE ELEPHANT MICRO FIBRE MATERIAL CO.,LTD",无锡市新区鸿山镇后宅中路,2395,双象股份,4/29/2010,"89,403,000","18,000,000",华东,江苏,无锡市,C4 石化塑胶,www.sxcxgf.com
002397,梦洁家纺,湖南梦洁家纺股份有限公司,"Hunan Mendale Hometextile Co.,LTD",长沙市高新技术产业开发区麓谷产业基地长川路2号,2397,梦洁家纺,4/29/2010,"63,000,000","12,800,000",华中,湖南,长沙市,C1 纺织服装,www.mendale.com
300001,特锐德,青岛特锐德电气股份有限公司,"QINGDAO TGOOD ELECTRIC CO.,LTD.",青岛市崂山区株洲路101号中韩工业园内,300001,特锐德,10/30/2009,"133,600,000","33,600,000",华东,山东,青岛市,C7 机械设备,www.qdtgood.com
300002,神州泰岳,北京神州泰岳软件股份有限公司,"Beijing Ultrapower Software Co., LTD",北京市海淀区万泉庄路28号万柳新贵大厦A座5层,300002,神州泰岳,10/30/2009,"316,000,000","79,000,000",华北,北京,北京市,G 信息技术,www.ultrapower.com.cn
300003,乐普医疗,乐普(北京)医疗器械股份有限公司,"Lepu Medical Technology (Beijing) Co.,Ltd.",北京市昌平区白浮泉路10号北控科技大厦3层,300003,乐普医疗,10/30/2009,"406,000,000","41,000,000",华北,北京,北京市,C7 机械设备,www.lepumedical.com
