代码   	名称	涨幅%%	现价	日涨跌	买入价	卖出价	总量	现量	涨速%%	换手%%	今开	昨收	最高	最低	市盈(动)	总金额	
395001	主板Ａ股	--- 	0.00	--- 	--- 	--- 	36286271	--- 	--- 	--- 	--- 	453.00	--- 	--- 	--- 	41962831872	
395002	主板Ｂ股	--- 	0.00	--- 	--- 	--- 	745584	--- 	--- 	--- 	--- 	53.00	--- 	--- 	--- 	385821440	
395003	中小板	--- 	0.00	--- 	--- 	--- 	11914380	--- 	--- 	--- 	--- 	398.00	--- 	--- 	--- 	23649126400	
395004	创业板	--- 	0.00	--- 	--- 	--- 	1312903	--- 	--- 	--- 	--- 	78.00	--- 	--- 	--- 	5565353984	
395011	封闭基金	--- 	0.00	--- 	--- 	--- 	5493521	--- 	--- 	--- 	--- 	22.00	--- 	--- 	--- 	473257632	
395012	ＬＯＦｓ	--- 	0.00	--- 	--- 	--- 	1367327	--- 	--- 	--- 	--- 	40.00	--- 	--- 	--- 	116131904	
395013	ＥＴＦｓ	--- 	0.00	--- 	--- 	--- 	3205965	--- 	--- 	--- 	--- 	3.00	--- 	--- 	--- 	886612736	
395021	可 转 债	--- 	0.00	--- 	--- 	--- 	3235	--- 	--- 	--- 	--- 	3.00	--- 	--- 	--- 	47382072	
395022	企债现券	--- 	0.00	--- 	--- 	--- 	17719	--- 	--- 	--- 	--- 	67.00	--- 	--- 	--- 	180109792	
395023	企债回购	--- 	0.00	--- 	--- 	--- 	26	--- 	--- 	--- 	--- 	4.00	--- 	--- 	--- 	260000	
395031	国债现券	--- 	0.00	--- 	--- 	--- 	82	--- 	--- 	--- 	--- 	159.00	--- 	--- 	--- 	800309	
395032	国债回购	--- 	0.00	--- 	--- 	--- 	0	--- 	--- 	--- 	--- 	9.00	--- 	--- 	--- 	--- 	
395041	股票权证	--- 	0.00	--- 	--- 	--- 	0	--- 	--- 	--- 	--- 	0.00	--- 	--- 	--- 	--- 	
395099	总 成 交	--- 	0.00	--- 	--- 	--- 	60325950	--- 	--- 	--- 	--- 	1.00	--- 	--- 	--- 	73039134720	
399001	深证成指	1.16	10264.04	117.62	--- 	--- 	60325950	--- 	          0.01	--- 	10156.90	10146.42	10314.02	10042.13	--- 	73039134720	
399002	成份Ａ指	1.16	11023.38	126.32	--- 	--- 	49513553	--- 	          0.01	--- 	10908.31	10897.06	11077.06	10785.05	--- 	71177314304	
399003	成份Ｂ指	-1.12	3966.34	-44.83	--- 	--- 	745584	--- 	         -0.14	--- 	4007.30	4011.17	4020.55	3907.98	--- 	394904288	
399004	深证100R	0.27	3718.19	10.05	--- 	--- 	13188961	--- 	          0.04	--- 	3708.19	3708.14	3751.48	3637.76	--- 	18935154688	
399005	中小板指	-2.47	5335.77	-135.35	--- 	--- 	11914379	--- 	--- 	--- 	5459.60	5471.12	5527.96	5218.02	--- 	23649132544	
399007	深证300P	-0.46	3314.36	-15.19	--- 	--- 	30114045	--- 	          0.06	--- 	3329.44	3329.55	3364.46	3243.06	--- 	38739431424	
399008	中小300P	-2.52	952.75	-24.58	--- 	--- 	10160945	--- 	          0.03	--- 	975.26	977.33	985.74	932.10	--- 	19021877248	
399100	新 指 数	-1.05	4674.94	-49.78	--- 	--- 	46653223	--- 	          0.07	--- 	4720.70	4724.72	4768.71	4574.08	--- 	67247816704	
399101	中小板综	-2.57	5696.88	-150.47	--- 	--- 	11914379	--- 	          0.04	--- 	5833.26	5847.35	5896.49	5571.01	--- 	23649132544	
399106	深证综指	-1.33	1049.99	-14.18	--- 	--- 	60325950	--- 	          0.07	--- 	1063.02	1064.17	1073.21	1027.38	--- 	73039134720	
399107	深证Ａ指	-1.33	1102.06	-14.86	--- 	--- 	49513553	--- 	          0.08	--- 	1115.73	1116.92	1126.52	1078.18	--- 	71177314304	
399108	深证Ｂ指	-1.44	557.06	-8.12	--- 	--- 	745584	--- 	--- 	--- 	564.33	565.18	567.09	549.53	--- 	385821440	
399110	农林指数	-2.85	811.48	-23.79	--- 	--- 	1736769	--- 	--- 	--- 	837.96	835.27	850.40	801.31	--- 	2980361216	
399120	采掘指数	1.30	2627.33	33.64	--- 	--- 	1136269	--- 	          0.18	--- 	2605.54	2593.69	2646.16	2564.30	--- 	2793013248	
399130	制造指数	-1.85	1130.41	-21.27	--- 	--- 	30631215	--- 	          0.08	--- 	1149.30	1151.68	1160.52	1107.52	--- 	44089917440	
399131	食品指数	-1.24	1872.83	-23.42	--- 	--- 	1260392	--- 	         -0.02	--- 	1892.83	1896.25	1913.14	1847.46	--- 	2327990016	
399132	纺织指数	-2.16	677.56	-14.99	--- 	--- 	2059012	--- 	          0.25	--- 	689.56	692.55	697.40	662.54	--- 	2080001024	
399133	木材指数	-0.81	244.71	-1.99	--- 	--- 	248435	--- 	         -0.01	--- 	246.58	246.70	247.25	237.32	--- 	291829920	
399134	造纸指数	-1.84	661.13	-12.37	--- 	--- 	1205794	--- 	          0.32	--- 	673.29	673.50	679.38	643.03	--- 	1350693760	
399135	石化指数	-1.47	1104.23	-16.49	--- 	--- 	5307591	--- 	          0.12	--- 	1119.37	1120.72	1132.15	1079.85	--- 	7242015232	
399136	电子指数	-3.44	451.60	-16.08	--- 	--- 	3964111	--- 	          0.13	--- 	466.50	467.68	471.64	443.10	--- 	5391647744	
399137	金属指数	0.14	1142.53	1.59	--- 	--- 	5062741	--- 	          0.11	--- 	1141.37	1140.94	1154.04	1117.87	--- 	6406343168	
399138	机械指数	-2.47	1257.88	-31.88	--- 	--- 	8451138	--- 	          0.03	--- 	1285.72	1289.76	1298.50	1229.37	--- 	12996992000	
399139	医药指数	-3.30	1259.27	-42.93	--- 	--- 	2352645	--- 	          0.03	--- 	1297.07	1302.20	1311.11	1236.35	--- 	4733202432	
399140	水电指数	-1.26	715.58	-9.12	--- 	--- 	1460206	--- 	          0.15	--- 	722.46	724.70	728.91	700.40	--- 	1181216640	
399150	建筑指数	-1.36	931.57	-12.83	--- 	--- 	445119	--- 	          0.07	--- 	942.82	944.40	952.38	911.30	--- 	639160576	
399160	运输指数	-0.15	1043.15	-1.60	--- 	--- 	1125289	--- 	          0.07	--- 	1048.61	1044.75	1059.29	1021.05	--- 	1263983488	
399170	IT指数	-2.98	818.28	-25.17	--- 	--- 	2461311	--- 	          0.03	--- 	842.45	843.45	850.87	800.60	--- 	5451608064	
399180	批零指数	-1.17	1328.56	-15.70	--- 	--- 	2032674	--- 	          0.01	--- 	1341.33	1344.26	1355.33	1295.42	--- 	2592463616	
399190	金融指数	0.66	780.43	5.12	--- 	--- 	871217	--- 	          0.11	--- 	775.26	775.31	787.12	759.30	--- 	1453415808	
399200	地产指数	2.45	1295.38	30.93	--- 	--- 	3513541	--- 	          0.03	--- 	1266.75	1264.45	1304.19	1262.54	--- 	3020192768	
399210	服务指数	-1.05	856.96	-9.07	--- 	--- 	1972568	--- 	          0.15	--- 	867.47	866.03	877.07	833.71	--- 	2864793088	
399220	传播指数	-6.37	593.13	-40.32	--- 	--- 	381969	--- 	         -0.02	--- 	630.42	633.45	638.17	581.46	--- 	752288832	
399230	综企指数	0.46	617.66	2.83	--- 	--- 	2474414	--- 	          0.10	--- 	616.72	614.83	626.04	596.90	--- 	2431764992	
399300	沪深300	0.76	2858.23	21.44	--- 	--- 	50209173	--- 	          0.14	--- 	2842.37	2836.79	2872.31	2798.52	--- 	64909189120	
399305	基金指数	1.01	4626.47	46.04	--- 	--- 	10066813	--- 	          0.10	--- 	4580.04	4580.43	4626.47	4559.76	--- 	1476001920	
399310	巨潮40	1.73	3364.47	57.28	--- 	--- 	15650571	--- 	          0.14	--- 	3319.54	3307.19	3376.98	3295.64	--- 	19467708416	
399311	巨潮1000	-0.08	2812.27	-2.15	--- 	--- 	102636691	--- 	          0.15	--- 	2817.12	2814.42	2842.40	2753.54	--- 	125907468288	
399312	巨潮300	0.68	3028.38	20.56	--- 	--- 	50865060	--- 	          0.15	--- 	3013.84	3007.82	3044.36	2964.92	--- 	67000152064	
399313	巨潮100	1.38	2912.42	39.53	--- 	--- 	25692423	--- 	          0.14	--- 	2881.20	2872.89	2924.94	2852.95	--- 	35816550400	
399314	巨潮大盘	1.01	2719.41	27.28	--- 	--- 	39403964	--- 	          0.15	--- 	2698.24	2692.13	2731.69	2662.96	--- 	50813202432	
399315	巨潮中盘	-1.44	3344.83	-49.03	--- 	--- 	30077820	--- 	          0.13	--- 	3391.17	3393.86	3423.51	3270.80	--- 	37364998144	
399316	巨潮小盘	-1.92	3307.85	-64.67	--- 	--- 	33154907	--- 	          0.15	--- 	3368.74	3372.52	3402.74	3239.98	--- 	37729267712	
399317	巨潮Ａ指	-0.30	2826.85	-8.60	--- 	--- 	124085823	--- 	          0.14	--- 	2837.27	2835.45	2861.65	2767.17	--- 	158967119872	
399318	巨潮Ｂ指	-0.62	2545.93	-15.89	--- 	--- 	1087174	--- 	          0.09	--- 	2560.18	2561.82	2585.67	2499.74	--- 	775133504	
399319	资源优势	0.34	2404.62	8.05	--- 	--- 	15536189	--- 	          0.14	--- 	2403.12	2396.57	2426.97	2361.99	--- 	20859615232	
399320	巨潮服务	0.07	2041.95	1.45	--- 	--- 	13826994	--- 	          0.16	--- 	2044.01	2040.50	2061.78	2004.41	--- 	15455678464	
399321	巨潮红利	1.34	3261.20	43.13	--- 	--- 	8240073	--- 	          0.17	--- 	3225.78	3218.07	3270.81	3185.07	--- 	9189064704	
399322	巨潮治理	1.18	3907.98	45.40	--- 	--- 	16652754	--- 	          0.13	--- 	3867.09	3862.58	3924.01	3823.83	--- 	21228943360	
399323	深证红利	1.03	5224.18	53.15	--- 	--- 	5674524	--- 	          0.06	--- 	5175.24	5171.03	5246.43	5114.06	--- 	6943354880	
399324	深红利P	1.03	4509.90	45.89	--- 	--- 	5674524	--- 	          0.06	--- 	4467.65	4464.01	4529.10	4414.83	--- 	6943354880	
399325	成长40R	1.11	4435.54	48.78	--- 	--- 	4263628	--- 	          0.01	--- 	4391.35	4386.76	4462.02	4340.67	--- 	6770158080	
399326	成长40P	1.11	3895.33	42.84	--- 	--- 	4263628	--- 	          0.01	--- 	3856.53	3852.49	3918.59	3812.02	--- 	6770158080	
399327	深证治理	1.15	5308.63	60.36	--- 	--- 	5706543	--- 	          0.04	--- 	5247.16	5248.27	5335.36	5197.40	--- 	8046923264	
399328	深治理P	1.15	4651.47	52.88	--- 	--- 	5706543	--- 	          0.04	--- 	4597.62	4598.59	4674.90	4554.01	--- 	8046923264	
399330	深证100P	0.27	3334.03	9.00	--- 	--- 	13188961	--- 	          0.04	--- 	3325.07	3325.03	3363.89	3261.92	--- 	18935154688	
399331	深证创新	-0.64	6161.56	-39.77	--- 	--- 	4733713	--- 	          0.04	--- 	6185.64	6201.33	6262.78	6034.76	--- 	8221696512	
399332	深创新P	-0.64	5666.35	-36.58	--- 	--- 	4733713	--- 	          0.04	--- 	5688.50	5702.93	5759.43	5549.74	--- 	8221696512	
399333	中小板R	-2.47	5511.92	-139.70	--- 	--- 	5510090	--- 	--- 	--- 	5639.84	5651.62	5710.46	5390.29	--- 	9561744384	
399334	深证央企	0.37	3379.63	12.34	--- 	--- 	5885195	--- 	          0.03	--- 	3366.47	3367.29	3417.20	3310.99	--- 	7321843712	
399335	深央企P	0.37	3135.81	11.45	--- 	--- 	5885195	--- 	          0.03	--- 	3123.61	3124.36	3170.68	3072.13	--- 	7321843712	
399336	深证民营	-1.03	3457.05	-36.10	--- 	--- 	9627787	--- 	          0.07	--- 	3490.17	3493.15	3527.81	3373.21	--- 	12496811008	
399337	深民营P	-1.03	3322.03	-34.69	--- 	--- 	9627787	--- 	          0.07	--- 	3353.86	3356.72	3390.03	3241.47	--- 	12496811008	
399338	深证科技	-2.90	3379.84	-101.06	--- 	--- 	5715892	--- 	         -0.02	--- 	3471.17	3480.90	3511.69	3319.12	--- 	9900181504	
399339	深科技P	-2.90	3197.09	-95.60	--- 	--- 	5715892	--- 	         -0.02	--- 	3283.48	3292.69	3321.81	3139.65	--- 	9900181504	
399340	深证责任	0.07	981.45	0.65	--- 	--- 	9677878	--- 	          0.05	--- 	980.30	980.80	990.99	960.99	--- 	15089828864	
399341	深责任P	0.06	979.41	0.63	--- 	--- 	9677878	--- 	          0.05	--- 	978.27	978.78	988.93	959.00	--- 	15089828864	
399344	深证300R	-0.46	3551.59	-16.27	--- 	--- 	30114045	--- 	          0.06	--- 	3567.75	3567.86	3605.27	3475.19	--- 	38739431424	
399345	深证成长	0.23	3416.27	7.84	--- 	--- 	9518974	--- 	          0.02	--- 	3405.21	3408.43	3443.27	3336.50	--- 	13980976128	
399346	深成长P	0.23	3133.44	7.19	--- 	--- 	9518974	--- 	          0.02	--- 	3123.29	3126.25	3158.20	3060.27	--- 	13980976128	
399347	深证价值	0.01	3972.46	0.59	--- 	--- 	9992004	--- 	          0.10	--- 	3971.11	3971.87	4014.71	3876.69	--- 	11536815104	
399348	深价值P	0.01	3610.52	0.54	--- 	--- 	9992004	--- 	          0.10	--- 	3609.30	3609.98	3648.92	3523.47	--- 	11536815104	
399351	深报指数	1.47	3312.08	48.14	--- 	--- 	7515016	--- 	          0.13	--- 	3277.34	3263.94	3331.27	3239.54	--- 	10357026816	
399352	深报综指	1.02	3183.65	32.07	--- 	--- 	9968996	--- 	          0.13	--- 	3162.16	3151.58	3202.95	3114.16	--- 	14771227648	
399353	巨潮物流	-0.69	2617.82	-18.17	--- 	--- 	6093479	--- 	          0.14	--- 	2635.39	2635.99	2666.38	2573.23	--- 	5650121728	
399355	CBN 长江	1.48	2836.85	41.29	--- 	--- 	7171742	--- 	          0.18	--- 	2802.82	2795.56	2844.34	2771.66	--- 	8281858048	
399356	CBN 珠江	1.12	3777.14	41.85	--- 	--- 	9281648	--- 	          0.14	--- 	3749.28	3735.29	3804.76	3695.50	--- 	12629851136	
399357	CBN 渤海	0.65	2563.07	16.45	--- 	--- 	11232225	--- 	          0.13	--- 	2548.80	2546.62	2574.85	2513.92	--- 	13279032320	
399358	泰达指数	-1.92	3070.36	-60.21	--- 	--- 	4969754	--- 	          0.10	--- 	3127.65	3130.57	3158.00	3008.42	--- 	7717175808	
399359	巨潮基建	-0.04	2023.37	-0.86	--- 	--- 	7756966	--- 	          0.11	--- 	2028.28	2024.23	2041.67	1989.30	--- 	6958457344	
399360	巨潮装备	-0.90	5247.28	-47.86	--- 	--- 	5068312	--- 	          0.04	--- 	5279.86	5295.14	5332.77	5118.25	--- 	9328136192	
399361	巨潮商业	-0.98	5586.87	-55.11	--- 	--- 	2960094	--- 	          0.01	--- 	5647.57	5641.98	5697.04	5467.28	--- 	3747127296	
399362	巨潮民营	-0.70	3839.76	-26.97	--- 	--- 	20222630	--- 	          0.15	--- 	3866.64	3866.73	3902.49	3748.81	--- 	24647137280	
399363	巨潮科技	-2.42	3166.16	-78.58	--- 	--- 	9970382	--- 	          0.03	--- 	3236.71	3244.74	3270.09	3107.66	--- 	15612650496	
399364	中金消费	-0.39	4188.75	-16.40	--- 	--- 	6420797	--- 	          0.09	--- 	4208.65	4205.15	4257.88	4108.30	--- 	9277371392	
399365	巨潮农业	-0.55	4807.28	-26.55	--- 	--- 	5769395	--- 	          0.09	--- 	4840.54	4833.83	4910.00	4743.81	--- 	9233269760	
399366	巨潮大宗	0.67	2934.48	19.50	--- 	--- 	13991433	--- 	          0.14	--- 	2925.81	2914.98	2955.08	2874.07	--- 	20382179328	
399367	巨潮地产	2.12	3683.47	76.46	--- 	--- 	7334935	--- 	          0.14	--- 	3616.55	3607.01	3701.95	3592.60	--- 	6072010240	
399368	航天军工	-0.69	4505.46	-31.16	--- 	--- 	2132528	--- 	          0.15	--- 	4545.45	4536.62	4598.85	4408.66	--- 	3288071424	
399369	CBN-兴业	0.91	943.01	8.47	--- 	--- 	9342700	--- 	          0.11	--- 	935.39	934.54	948.04	920.48	--- 	15326669824	
399370	巨潮成长	0.44	3083.47	13.53	--- 	--- 	31817683	--- 	          0.15	--- 	3074.37	3069.94	3105.40	3015.89	--- 	47137914880	
399371	巨潮价值	0.70	3511.96	24.52	--- 	--- 	33943050	--- 	          0.18	--- 	3491.62	3487.44	3529.45	3432.98	--- 	37378400256	
399372	大盘成长	1.42	2903.76	40.76	--- 	--- 	13434088	--- 	          0.16	--- 	2872.21	2863.00	2918.39	2839.52	--- 	23239202816	
399373	大盘价值	1.61	3739.55	59.43	--- 	--- 	14582513	--- 	          0.19	--- 	3688.62	3680.12	3752.64	3657.71	--- 	15858867200	
399374	中盘成长	-0.78	3554.54	-27.97	--- 	--- 	8592413	--- 	          0.15	--- 	3575.86	3582.51	3617.85	3468.98	--- 	11003033600	
399375	中盘价值	-0.24	3828.06	-9.30	--- 	--- 	8542498	--- 	          0.16	--- 	3835.15	3837.36	3877.69	3727.07	--- 	9642991616	
399376	小盘成长	-1.95	3982.00	-79.01	--- 	--- 	9791182	--- 	          0.14	--- 	4054.64	4061.01	4092.90	3903.91	--- 	12895678464	
399377	小盘价值	-1.88	4405.23	-84.27	--- 	--- 	10818039	--- 	          0.18	--- 	4483.79	4489.50	4528.73	4310.19	--- 	11876541440	
399481	企债指数	0.02	129.47	0.02	--- 	--- 	24994	--- 	--- 	--- 	129.44	129.45	129.51	129.29	--- 	255784768	
399601	中小300R	-2.51	954.23	-24.61	--- 	--- 	10160945	--- 	          0.03	--- 	976.78	978.84	987.28	933.55	--- 	19021877248	
399701	深证F60	1.23	3822.00	46.61	--- 	--- 	7012162	--- 	          0.06	--- 	3777.56	3775.39	3834.88	3741.72	--- 	9567223808	
399702	深证F120	0.70	3835.14	26.78	--- 	--- 	14056845	--- 	          0.07	--- 	3807.78	3808.36	3857.65	3750.26	--- 	18054586368	
399703	深证F200	-0.00	3793.45	-0.02	--- 	--- 	21625021	--- 	          0.08	--- 	3792.60	3793.47	3836.87	3711.81	--- 	27965036544	
399901	小康指数	0.58	3906.79	22.58	--- 	--- 	19580082	--- 	          0.16	--- 	3886.97	3884.21	3924.68	3823.64	--- 	24081182720	
399902	中证流通	-0.37	3378.98	-12.50	--- 	--- 	130700693	--- 	          0.15	--- 	3393.06	3391.48	3422.15	3308.63	--- 	166013665280	
399903	中证100	1.39	2701.60	36.91	--- 	--- 	26383338	--- 	          0.11	--- 	2672.30	2664.69	2714.06	2647.74	--- 	32886691840	
399904	中证 200	-0.46	3507.33	-16.22	--- 	--- 	23825835	--- 	          0.19	--- 	3524.40	3523.55	3555.24	3425.82	--- 	32022497280	
399905	中证 500	-1.88	4269.11	-81.65	--- 	--- 	40192159	--- 	          0.17	--- 	4346.70	4350.76	4391.03	4175.67	--- 	48639016960	
399906	中证 800	0.05	3101.04	1.50	--- 	--- 	90401331	--- 	          0.15	--- 	3103.22	3099.54	3131.31	3035.71	--- 	113548206080	
399907	中证 700	-1.20	3858.09	-46.67	--- 	--- 	64017993	--- 	          0.18	--- 	3903.32	3904.76	3940.01	3771.37	--- 	80661512192	
399908	300 能源	1.73	3162.21	53.65	--- 	--- 	2746882	--- 	          0.15	--- 	3123.04	3108.56	3171.31	3095.80	--- 	5151984640	
399909	300 材料	0.50	2628.63	13.13	--- 	--- 	8604697	--- 	          0.13	--- 	2621.48	2615.50	2645.82	2576.58	--- 	11616666624	
399910	300 工业	-0.45	2445.01	-10.96	--- 	--- 	11119327	--- 	          0.12	--- 	2455.11	2455.97	2477.44	2392.82	--- 	13351418880	
399911	300 可选	0.12	3323.41	4.09	--- 	--- 	5078655	--- 	          0.19	--- 	3322.51	3319.32	3358.92	3238.52	--- 	5989033984	
399912	300 消费	-0.12	5166.46	-6.31	--- 	--- 	2468086	--- 	          0.09	--- 	5182.60	5172.77	5277.01	5120.79	--- 	4226524160	
399913	300 医药	-2.22	5479.46	-124.29	--- 	--- 	1178767	--- 	          0.12	--- 	5588.14	5603.75	5648.46	5360.76	--- 	2835062528	
399914	300 金融	1.95	3982.02	76.34	--- 	--- 	14443351	--- 	          0.16	--- 	3919.83	3905.68	3999.45	3888.17	--- 	17007895552	
399915	300 信息	-4.31	1679.55	-75.63	--- 	--- 	1385057	--- 	          0.08	--- 	1745.79	1755.18	1762.35	1641.25	--- 	2295204352	
399916	300 电信	1.54	2448.40	37.24	--- 	--- 	950079	--- 	          0.06	--- 	2410.19	2411.16	2453.92	2398.03	--- 	847119040	
399917	300 公用	0.65	1851.87	12.04	--- 	--- 	2234271	--- 	          0.14	--- 	1840.90	1839.83	1863.76	1817.03	--- 	1588278656	
399918	300 成长	1.08	2939.03	31.35	--- 	--- 	16563347	--- 	          0.13	--- 	2916.27	2907.68	2956.50	2879.01	--- 	27393781760	
399919	300 价值	1.56	2909.13	44.56	--- 	--- 	17921652	--- 	          0.17	--- 	2871.30	2864.57	2919.19	2845.88	--- 	20982315008	
399920	300R成长	0.37	2899.25	10.79	--- 	--- 	38775587	--- 	          0.11	--- 	2893.76	2888.46	2920.93	2839.89	--- 	54892380160	
399921	300R价值	1.06	2711.89	28.44	--- 	--- 	40040466	--- 	          0.16	--- 	2689.00	2683.45	2722.66	2653.80	--- 	48264646656	
399922	中证红利	0.55	2829.74	15.34	--- 	--- 	11848578	--- 	          0.20	--- 	2816.79	2814.40	2840.84	2771.39	--- 	13459097600	
399923	公司债指	0.08	123.07	0.10	--- 	--- 	149448	--- 	--- 	--- 	123.03	122.97	123.13	122.90	--- 	154245008	
399924	分离债指	0.14	124.72	0.18	--- 	--- 	365020	--- 	--- 	--- 	124.55	124.54	124.75	124.35	--- 	292899296	
399925	基本面50	1.37	2435.73	32.82	--- 	--- 	14977919	--- 	          0.14	--- 	2408.16	2402.91	2444.59	2386.21	--- 	16551816192	
